Age,Gender,Year_of_Study,Monthly_Income_AED,Living,Transport_Mode,Order_Frequency,Order_Time,Preferred_Cuisines,Choice_Factors,Accept_Delay_for_Freshness,Uses_Apps,Used_Apps,Satisfaction_Score,Multi_Restaurant_Order,Willing_to_Wait_for_Fresh_Food,Max_Willingness_to_Pay_AED,Wants_Personal_Suggestions,Likes_Bundle_Deals,Cares_About_Sustainability,Empathy_Preference,Biggest_Frustration,Common_Problems,Sustainable_Rewards,Loyalty_Likelihood
23,Female,2nd Year,1087,On-campus,Bike,1-2,Lunch,"Healthy, Chinese, Indian","Reviews, Variety",Maybe,Yes,"Talabat, Zomato",4,Yes,Yes,12,No,Maybe,No,Doesn’t matter,Cold food,"Poor packaging, Limited variety",Yes,2
20,Female,4th Year,1195,Off-campus,Bike,0,Late night,"Fast Food, Italian","Variety, Price, Speed",Yes,Yes,Talabat,3,Yes,Yes,10,Maybe,Maybe,Somewhat,Doesn’t matter,No tracking,Limited variety,No,3
22,Non-binary,1st Year,1235,Off-campus,Bike,1-2,Breakfast,"Italian, Indian, Others","Speed, Quality",No,Yes,"Talabat, Zomato, Uber Eats",3,No,Yes,32,Maybe,Maybe,Yes,Yes,No tracking,High price,No,1
22,Female,3rd Year,971,Off-campus,Ride-hailing,3-5,Breakfast,"Italian, Healthy, Fast Food","Sustainability, Variety, Speed",Maybe,Yes,"Others, Zomato",3,No,Yes,25,No,Yes,Somewhat,Doesn’t matter,High prices,"Late delivery, Cold food",Maybe,1
22,Prefer not to say,3rd Year,2111,On-campus,Personal Vehicle,1-2,Lunch,Fast Food,"Reviews, Speed, Price",Maybe,Yes,Talabat,4,Yes,Maybe,28,Maybe,Maybe,No,Doesn’t matter,Cold food,"Cold food, Poor packaging",Yes,5
20,Female,2nd Year,1370,Off-campus,Personal Vehicle,1-2,Lunch,"Fast Food, Italian, Healthy","Quality, Speed, Reviews",Maybe,Yes,Others,2,Yes,Maybe,42,Yes,Yes,Somewhat,No,High prices,"Poor packaging, Late delivery",Maybe,4
22,Male,1st Year,1676,Off-campus,Personal Vehicle,3-5,Varies,"Healthy, Fast Food, Others","Price, Variety",Yes,Yes,"Uber Eats, Others",5,Maybe,Yes,18,Yes,No,Yes,Yes,Limited menu,"Limited variety, Late delivery, Cold food",Yes,2
23,Non-binary,3rd Year,1214,Off-campus,Ride-hailing,6+,Dinner,"Chinese, Others","Speed, Reviews, Sustainability",Yes,Yes,"Talabat, Others",1,Maybe,Yes,37,Yes,No,No,No,Late delivery,"Limited variety, Cold food",Yes,5
25,Male,4th Year,589,On-campus,Public Transport,6+,Late night,"Fast Food, Chinese, Others","Price, Speed, Variety",Yes,Yes,"Uber Eats, Zomato, Talabat",5,Yes,No,18,No,No,Somewhat,No,No tracking,Cold food,No,2
24,Female,2nd Year,1635,Off-campus,Bike,3-5,Varies,Italian,"Variety, Reviews, Sustainability",Yes,Yes,Zomato,4,Maybe,Yes,40,Maybe,Maybe,Yes,No,Late delivery,Limited variety,No,2
27,Male,3rd Year,543,Off-campus,Public Transport,0,Breakfast,"Fast Food, Others, Healthy","Price, Reviews, Speed",Yes,Yes,Talabat,3,No,Maybe,32,Maybe,No,Yes,Doesn’t matter,Late delivery,"High price, Cold food",Yes,2
20,Female,2nd Year,1465,Off-campus,Ride-hailing,3-5,Lunch,"Others, Chinese, Fast Food","Price, Quality, Speed",Maybe,Yes,"Talabat, Uber Eats, Zomato",3,Yes,Maybe,10,Maybe,Maybe,Somewhat,Doesn’t matter,No tracking,Cold food,No,3
24,Female,4th Year,815,Off-campus,Personal Vehicle,3-5,Dinner,Chinese,"Reviews, Price",No,Yes,"Talabat, Zomato",2,Yes,Maybe,20,Maybe,Yes,Somewhat,Yes,No tracking,High price,Yes,5
22,Female,1st Year,2493,On-campus,Bike,0,Varies,"Healthy, Italian, Indian","Speed, Quality",No,No,None,4,Yes,Yes,44,Yes,No,No,Doesn’t matter,Cold food,"Late delivery, High price",Yes,3
27,Female,4th Year,1955,Off-campus,Walk,3-5,Dinner,"Indian, Healthy","Speed, Price, Variety",Maybe,No,None,5,Maybe,Yes,42,No,Yes,Somewhat,Yes,No tracking,"Limited variety, Poor packaging, High price",Yes,4
19,Male,2nd Year,1552,Off-campus,Walk,6+,Lunch,"Indian, Chinese","Speed, Price, Sustainability",No,Yes,Zomato,4,No,Yes,31,Yes,Maybe,No,No,High prices,High price,No,4
19,Male,2nd Year,2131,On-campus,Public Transport,1-2,Varies,"Others, Chinese","Quality, Variety, Reviews",No,No,None,4,No,Yes,28,Yes,Maybe,Somewhat,No,No tracking,Late delivery,Maybe,1
20,Male,1st Year,1076,Off-campus,Personal Vehicle,0,Varies,Fast Food,"Reviews, Speed, Quality",No,Yes,"Zomato, Others",3,Yes,Yes,27,No,No,Yes,Doesn’t matter,Late delivery,Limited variety,No,1
18,Male,1st Year,1771,Off-campus,Walk,0,Dinner,"Italian, Healthy","Quality, Speed, Sustainability",Yes,Yes,Others,5,No,Maybe,29,No,No,Yes,Doesn’t matter,Late delivery,"High price, Cold food",Maybe,1
20,Female,3rd Year,1599,Off-campus,Public Transport,1-2,Lunch,"Fast Food, Indian, Italian","Price, Speed, Sustainability",Yes,Yes,"Zomato, Others",1,No,Maybe,23,Yes,Maybe,Yes,Yes,Cold food,High price,No,4
20,Male,2nd Year,1632,Off-campus,Ride-hailing,1-2,Breakfast,"Healthy, Fast Food, Italian","Speed, Price",Maybe,Yes,Zomato,3,Maybe,Maybe,37,Maybe,No,Yes,Doesn’t matter,Late delivery,"Limited variety, Poor packaging",No,2
22,Prefer not to say,4th Year,2136,Off-campus,Public Transport,3-5,Varies,"Others, Fast Food, Indian","Price, Quality",Maybe,Yes,"Zomato, Talabat, Others",5,Yes,Maybe,30,No,No,No,Doesn’t matter,High prices,"Cold food, Limited variety, Poor packaging",Maybe,2
22,Female,1st Year,1866,Off-campus,Public Transport,3-5,Breakfast,"Indian, Chinese, Italian","Variety, Quality",Maybe,No,None,2,No,Yes,15,No,Yes,Yes,Doesn’t matter,Cold food,"Poor packaging, Limited variety, Late delivery",Yes,5
26,Female,2nd Year,1644,On-campus,Public Transport,1-2,Lunch,Others,"Sustainability, Price",Yes,Yes,"Zomato, Others",3,Yes,No,31,Yes,Maybe,No,No,No tracking,"Poor packaging, Cold food, Late delivery",Maybe,4
24,Male,2nd Year,672,On-campus,Bike,6+,Varies,Fast Food,"Reviews, Price",Maybe,Yes,"Zomato, Others",2,No,Yes,26,Maybe,Yes,No,Doesn’t matter,No tracking,"Poor packaging, Cold food, Limited variety",Yes,1
20,Female,1st Year,1019,Off-campus,Public Transport,1-2,Varies,Others,"Reviews, Price",Yes,Yes,Talabat,3,No,Yes,21,No,No,No,Doesn’t matter,No tracking,"High price, Late delivery, Limited variety",Yes,4
19,Non-binary,1st Year,1438,Off-campus,Public Transport,1-2,Breakfast,"Indian, Fast Food, Chinese","Variety, Reviews, Price",Yes,Yes,"Talabat, Zomato, Others",4,Yes,Yes,43,Yes,Yes,Somewhat,No,Late delivery,"Cold food, Limited variety",No,2
23,Female,2nd Year,1546,Off-campus,Bike,3-5,Late night,"Italian, Indian, Healthy","Variety, Speed, Sustainability",Yes,Yes,Zomato,5,No,No,26,No,Maybe,No,No,Late delivery,"Late delivery, Limited variety",No,2
18,Female,2nd Year,934,Off-campus,Bike,3-5,Breakfast,"Indian, Italian","Quality, Variety",Yes,Yes,Uber Eats,2,Yes,No,10,Maybe,Yes,Somewhat,No,Limited menu,"Poor packaging, Late delivery",No,3
26,Female,2nd Year,2705,On-campus,Ride-hailing,3-5,Breakfast,"Italian, Fast Food","Reviews, Sustainability",Yes,Yes,"Uber Eats, Talabat, Zomato",3,Maybe,Yes,22,Yes,Yes,No,No,High prices,"Cold food, Limited variety",No,3
24,Male,3rd Year,2258,Off-campus,Personal Vehicle,6+,Late night,Chinese,"Sustainability, Reviews, Speed",Yes,Yes,"Talabat, Uber Eats, Zomato",2,Yes,Yes,34,Yes,No,Somewhat,Doesn’t matter,No tracking,"Poor packaging, Late delivery, Limited variety",No,5
20,Female,3rd Year,1801,On-campus,Walk,3-5,Lunch,"Fast Food, Healthy, Chinese","Price, Sustainability, Reviews",Yes,Yes,Zomato,3,No,Yes,15,Maybe,Maybe,Somewhat,Doesn’t matter,High prices,Cold food,Maybe,4
18,Male,1st Year,1536,Off-campus,Walk,6+,Lunch,Chinese,"Price, Reviews, Variety",Yes,Yes,"Talabat, Uber Eats, Zomato",3,Maybe,Yes,34,Yes,No,Yes,Doesn’t matter,No tracking,"Poor packaging, Cold food",Maybe,3
25,Male,2nd Year,1393,Off-campus,Public Transport,1-2,Varies,Healthy,"Sustainability, Speed",No,No,None,1,Yes,Yes,15,Maybe,No,No,Yes,Cold food,"Limited variety, Cold food, Poor packaging",Maybe,3
21,Male,Postgraduate,1024,On-campus,Ride-hailing,3-5,Dinner,"Healthy, Chinese","Sustainability, Speed, Quality",No,Yes,"Talabat, Uber Eats",1,Yes,No,38,Yes,Maybe,Somewhat,No,High prices,Cold food,Maybe,4
25,Male,3rd Year,1538,On-campus,Public Transport,6+,Dinner,"Healthy, Chinese","Quality, Speed, Price",Yes,Yes,Zomato,1,Yes,Maybe,19,Maybe,Yes,Yes,Doesn’t matter,High prices,"Poor packaging, Late delivery, Cold food",No,2
18,Male,3rd Year,1628,Off-campus,Walk,3-5,Varies,Fast Food,"Speed, Variety, Quality",Yes,Yes,Others,2,Yes,Yes,21,No,No,No,Doesn’t matter,Late delivery,"Late delivery, High price",Maybe,5
20,Male,2nd Year,879,Off-campus,Bike,1-2,Dinner,"Italian, Fast Food, Others","Price, Reviews",No,Yes,"Talabat, Others",4,Yes,No,20,No,Yes,Yes,Doesn’t matter,Limited menu,"Poor packaging, Late delivery",Maybe,5
22,Prefer not to say,4th Year,1667,On-campus,Personal Vehicle,3-5,Breakfast,"Indian, Fast Food, Italian","Price, Sustainability",No,No,None,3,No,Yes,30,No,Maybe,Somewhat,No,Late delivery,"Limited variety, Poor packaging, Cold food",Yes,5
22,Female,4th Year,1422,Off-campus,Ride-hailing,3-5,Breakfast,"Healthy, Chinese, Indian","Speed, Price, Sustainability",Yes,Yes,"Zomato, Others, Talabat",5,Maybe,Maybe,43,Yes,No,Yes,No,High prices,"High price, Poor packaging",No,3
20,Prefer not to say,3rd Year,546,Off-campus,Bike,1-2,Late night,"Italian, Healthy","Quality, Speed",No,Yes,"Others, Zomato",1,Maybe,Yes,25,Maybe,Yes,Yes,No,Cold food,"Limited variety, High price, Late delivery",Maybe,2
23,Male,Postgraduate,1069,Off-campus,Personal Vehicle,6+,Late night,"Others, Fast Food","Quality, Reviews, Variety",Maybe,Yes,"Talabat, Others, Zomato",2,Yes,Maybe,24,Maybe,Yes,No,Doesn’t matter,Late delivery,Limited variety,Maybe,5
19,Male,1st Year,1293,Off-campus,Ride-hailing,1-2,Varies,"Italian, Fast Food, Others","Price, Speed",Yes,No,None,2,No,Maybe,19,No,No,Somewhat,No,Limited menu,"High price, Cold food",Maybe,4
21,Female,1st Year,2443,Off-campus,Ride-hailing,1-2,Varies,Fast Food,"Quality, Reviews",Yes,Yes,"Zomato, Talabat",2,Maybe,Maybe,10,No,Maybe,No,Doesn’t matter,No tracking,"Poor packaging, Cold food, High price",No,5
22,Male,4th Year,1778,Off-campus,Walk,6+,Varies,"Indian, Chinese","Variety, Price, Sustainability",Yes,Yes,Talabat,5,Yes,Yes,20,No,Yes,No,Yes,High prices,"Limited variety, High price",Maybe,1
23,Male,4th Year,832,Off-campus,Bike,1-2,Breakfast,"Healthy, Italian","Price, Speed",No,Yes,"Uber Eats, Others",5,Yes,No,12,Maybe,Maybe,Yes,No,Late delivery,"Limited variety, High price, Poor packaging",Yes,2
23,Female,1st Year,1743,Off-campus,Ride-hailing,0,Dinner,"Italian, Others, Indian","Quality, Reviews",Yes,Yes,"Zomato, Others",1,Yes,Yes,10,No,No,Somewhat,No,Late delivery,"Late delivery, Poor packaging, Limited variety",No,1
19,Male,2nd Year,726,On-campus,Ride-hailing,3-5,Varies,"Fast Food, Italian, Indian","Sustainability, Quality, Price",Yes,Yes,"Others, Zomato",5,Maybe,Yes,24,Yes,Yes,No,Doesn’t matter,Cold food,Late delivery,Yes,2
18,Female,1st Year,2041,Off-campus,Personal Vehicle,3-5,Varies,"Others, Indian, Fast Food","Quality, Speed, Price",Yes,Yes,"Uber Eats, Talabat",1,Yes,Yes,19,No,Yes,Somewhat,No,High prices,"Limited variety, Late delivery, Cold food",No,4
25,Female,2nd Year,1264,On-campus,Walk,0,Breakfast,"Chinese, Healthy","Variety, Reviews, Quality",Maybe,Yes,"Uber Eats, Others, Talabat",5,No,Maybe,38,No,Yes,No,No,No tracking,"Poor packaging, Late delivery, High price",Maybe,3
22,Male,4th Year,1453,On-campus,Public Transport,6+,Breakfast,"Chinese, Others","Reviews, Variety, Sustainability",No,Yes,Others,5,Yes,Maybe,16,Maybe,Maybe,Yes,Doesn’t matter,Cold food,"Poor packaging, Late delivery",No,3
20,Male,3rd Year,2162,On-campus,Walk,3-5,Breakfast,"Italian, Chinese, Indian","Price, Speed",No,Yes,"Others, Zomato",5,Maybe,Yes,31,Yes,Yes,No,Doesn’t matter,High prices,"High price, Limited variety, Late delivery",No,2
25,Female,2nd Year,856,On-campus,Public Transport,3-5,Dinner,"Others, Indian, Italian","Speed, Price",Maybe,Yes,Others,1,Yes,Yes,31,Maybe,Yes,No,Doesn’t matter,High prices,Limited variety,No,5
22,Female,2nd Year,801,Off-campus,Bike,3-5,Varies,"Indian, Healthy","Sustainability, Variety, Reviews",Yes,Yes,"Uber Eats, Zomato, Others",3,No,Maybe,38,Yes,No,No,Yes,Late delivery,"Limited variety, Late delivery, Poor packaging",Yes,1
24,Male,1st Year,1208,On-campus,Bike,3-5,Lunch,"Others, Chinese","Sustainability, Variety",Maybe,Yes,"Others, Uber Eats, Zomato",1,Yes,Yes,23,Yes,Yes,Somewhat,Doesn’t matter,Limited menu,"Late delivery, High price",No,4
22,Prefer not to say,2nd Year,2019,Off-campus,Ride-hailing,1-2,Lunch,Italian,"Sustainability, Price, Speed",No,Yes,"Others, Uber Eats",3,Yes,Yes,38,No,Maybe,Yes,No,High prices,"Limited variety, Poor packaging",Maybe,5
27,Male,3rd Year,740,Off-campus,Bike,1-2,Varies,"Others, Fast Food","Variety, Price, Reviews",Yes,Yes,"Zomato, Others, Uber Eats",2,No,Yes,30,No,No,Somewhat,Yes,No tracking,High price,No,3
26,Female,Postgraduate,100,Off-campus,Ride-hailing,3-5,Varies,Chinese,"Price, Reviews, Quality",Maybe,Yes,"Others, Uber Eats",2,Maybe,No,36,Maybe,No,No,Doesn’t matter,Late delivery,Poor packaging,No,5
21,Prefer not to say,4th Year,1274,On-campus,Walk,3-5,Varies,Healthy,"Price, Sustainability, Speed",Maybe,Yes,"Zomato, Uber Eats, Others",1,Yes,Yes,48,Maybe,Yes,Yes,Yes,Limited menu,"High price, Poor packaging",Maybe,1
24,Male,1st Year,1775,Off-campus,Bike,0,Varies,"Healthy, Others","Sustainability, Reviews, Price",Maybe,Yes,Uber Eats,3,Yes,No,23,Maybe,No,Somewhat,Yes,Late delivery,"Limited variety, Cold food",Maybe,3
23,Male,4th Year,2100,Off-campus,Walk,3-5,Dinner,"Chinese, Italian","Reviews, Speed, Variety",Yes,Yes,Uber Eats,3,Yes,Yes,26,Yes,Yes,No,No,No tracking,Limited variety,Yes,2
25,Male,4th Year,1268,Off-campus,Walk,3-5,Lunch,"Italian, Others","Reviews, Variety, Speed",Maybe,Yes,Others,3,Yes,Yes,21,Maybe,No,Yes,Yes,Cold food,Late delivery,Maybe,4
19,Male,4th Year,1294,Off-campus,Bike,1-2,Late night,Fast Food,"Price, Speed",Maybe,Yes,Talabat,2,Yes,Yes,40,Yes,Maybe,Yes,Doesn’t matter,No tracking,Cold food,Maybe,4
23,Male,2nd Year,2076,Off-campus,Walk,0,Lunch,Chinese,"Variety, Speed, Price",Yes,Yes,"Others, Talabat",1,No,Yes,51,Yes,Yes,No,Yes,Late delivery,"Poor packaging, High price",Maybe,3
24,Female,2nd Year,565,Off-campus,Bike,1-2,Lunch,Others,"Quality, Speed, Reviews",Yes,Yes,"Uber Eats, Others, Talabat",4,Maybe,Yes,32,Yes,Maybe,Yes,Yes,Limited menu,"Cold food, Limited variety",No,2
18,Male,2nd Year,1305,On-campus,Bike,3-5,Breakfast,"Others, Fast Food, Italian","Price, Sustainability, Speed",Yes,No,None,3,Yes,Yes,10,Yes,Yes,Yes,No,Late delivery,Poor packaging,Yes,1
19,Female,1st Year,1595,Off-campus,Bike,1-2,Varies,Fast Food,"Variety, Speed, Price",Maybe,Yes,"Others, Uber Eats",3,Yes,Maybe,16,Yes,Maybe,Somewhat,No,Late delivery,"Cold food, Limited variety",Maybe,4
18,Prefer not to say,1st Year,1724,On-campus,Public Transport,1-2,Varies,Italian,"Variety, Sustainability, Reviews",No,Yes,"Others, Talabat, Uber Eats",4,Yes,Yes,36,No,Maybe,Yes,Doesn’t matter,No tracking,Poor packaging,Maybe,3
21,Female,1st Year,1245,Off-campus,Walk,3-5,Varies,"Indian, Fast Food, Italian","Variety, Reviews",Yes,Yes,Others,1,Yes,No,13,Yes,No,Somewhat,No,High prices,"Cold food, Limited variety",Maybe,4
23,Female,2nd Year,1517,On-campus,Personal Vehicle,3-5,Breakfast,"Others, Italian, Fast Food","Price, Variety, Reviews",Yes,Yes,Zomato,3,Yes,Maybe,18,Yes,Yes,Somewhat,Doesn’t matter,High prices,"Cold food, Limited variety, Poor packaging",No,2
25,Male,4th Year,255,On-campus,Bike,1-2,Dinner,"Italian, Indian, Chinese","Variety, Reviews",Yes,Yes,"Others, Talabat",1,Yes,Maybe,18,No,No,Somewhat,Doesn’t matter,Cold food,"Cold food, Limited variety, Late delivery",No,1
22,Female,2nd Year,1170,Off-campus,Walk,1-2,Dinner,"Indian, Healthy","Sustainability, Reviews",No,Yes,Talabat,3,Yes,Maybe,24,No,Maybe,Somewhat,No,High prices,Cold food,Yes,2
26,Female,1st Year,1726,Off-campus,Ride-hailing,3-5,Late night,"Italian, Healthy, Chinese","Price, Sustainability",Yes,Yes,Zomato,5,Yes,Yes,27,No,Yes,Yes,Yes,High prices,"Late delivery, Limited variety, High price",Yes,5
18,Male,Postgraduate,1008,On-campus,Bike,6+,Dinner,"Indian, Fast Food, Italian","Sustainability, Reviews, Speed",Maybe,Yes,"Zomato, Others, Talabat",3,Yes,Yes,10,Maybe,Maybe,Yes,No,Late delivery,"Poor packaging, Cold food",No,2
18,Male,Postgraduate,1529,Off-campus,Bike,6+,Dinner,"Fast Food, Indian, Chinese","Quality, Reviews, Price",No,Yes,"Zomato, Others, Talabat",5,Yes,Maybe,10,Maybe,Maybe,Somewhat,Yes,Late delivery,"Cold food, Late delivery",Maybe,2
21,Female,4th Year,1723,Off-campus,Personal Vehicle,3-5,Varies,Indian,"Variety, Quality",No,Yes,"Uber Eats, Zomato, Talabat",1,Yes,Maybe,10,Yes,Maybe,Yes,Yes,No tracking,Late delivery,Maybe,4
22,Male,Postgraduate,1328,On-campus,Public Transport,1-2,Lunch,"Fast Food, Indian","Reviews, Quality, Variety",Yes,Yes,"Zomato, Others, Talabat",3,Maybe,Maybe,11,Yes,Maybe,Somewhat,Doesn’t matter,Late delivery,"Late delivery, Cold food",Yes,2
21,Male,3rd Year,1585,Off-campus,Public Transport,1-2,Dinner,Chinese,"Price, Speed",Yes,Yes,"Talabat, Others",2,No,No,25,Yes,No,Somewhat,Doesn’t matter,Late delivery,Poor packaging,Maybe,3
18,Male,Postgraduate,1018,On-campus,Bike,1-2,Dinner,"Chinese, Fast Food, Healthy","Quality, Reviews",Yes,Yes,"Others, Talabat, Uber Eats",2,Maybe,No,26,Yes,Maybe,Somewhat,No,Cold food,"Poor packaging, Late delivery, High price",No,4
21,Male,1st Year,1396,Off-campus,Walk,1-2,Breakfast,"Others, Healthy","Sustainability, Reviews, Quality",Yes,Yes,"Uber Eats, Others, Zomato",4,Yes,Yes,35,No,No,No,Yes,High prices,"Late delivery, Cold food",Yes,4
18,Female,2nd Year,1805,Off-campus,Ride-hailing,3-5,Late night,"Healthy, Chinese","Price, Speed",Yes,Yes,Others,2,Yes,No,30,Maybe,Maybe,Yes,No,Late delivery,"High price, Cold food",No,5
23,Female,1st Year,1578,On-campus,Ride-hailing,1-2,Breakfast,"Others, Indian","Speed, Variety, Price",Maybe,Yes,Others,5,Yes,Yes,19,No,Yes,Yes,Doesn’t matter,High prices,Cold food,No,3
22,Female,1st Year,1206,Off-campus,Walk,1-2,Varies,"Healthy, Fast Food","Sustainability, Speed, Reviews",Yes,Yes,"Uber Eats, Talabat",2,Yes,Yes,27,Maybe,Maybe,Somewhat,Yes,Late delivery,"Cold food, Poor packaging",Maybe,2
19,Male,1st Year,1612,On-campus,Bike,6+,Lunch,"Indian, Italian","Variety, Speed",Yes,Yes,"Others, Zomato",2,No,Yes,35,No,Maybe,Yes,No,High prices,"Limited variety, High price, Poor packaging",No,5
20,Male,3rd Year,1857,Off-campus,Ride-hailing,1-2,Late night,Fast Food,"Speed, Quality, Price",Yes,Yes,Talabat,2,Yes,Yes,22,Yes,Yes,Somewhat,No,High prices,High price,No,3
19,Female,4th Year,475,Off-campus,Public Transport,1-2,Breakfast,"Chinese, Italian","Price, Sustainability, Reviews",Yes,Yes,"Uber Eats, Others, Zomato",3,Yes,Yes,21,Maybe,Yes,Yes,Doesn’t matter,Late delivery,Cold food,Maybe,5
21,Male,3rd Year,2079,Off-campus,Walk,0,Dinner,Others,"Variety, Sustainability, Speed",Maybe,Yes,"Others, Zomato",4,Yes,Maybe,15,Yes,Maybe,Somewhat,Doesn’t matter,No tracking,"Late delivery, Poor packaging, Limited variety",No,1
24,Male,1st Year,1331,On-campus,Personal Vehicle,3-5,Dinner,"Healthy, Italian","Price, Sustainability, Reviews",Yes,Yes,"Others, Talabat",1,Yes,Maybe,16,Maybe,Maybe,Somewhat,Doesn’t matter,Limited menu,"Poor packaging, Late delivery",Maybe,2
19,Female,4th Year,1712,On-campus,Bike,3-5,Late night,Fast Food,"Sustainability, Variety, Speed",Yes,Yes,Others,4,Maybe,No,31,Maybe,No,No,Doesn’t matter,Late delivery,Cold food,No,5
23,Male,3rd Year,2098,On-campus,Walk,1-2,Dinner,"Chinese, Indian","Reviews, Speed",No,Yes,"Others, Talabat, Zomato",5,Yes,Yes,24,Yes,Yes,Somewhat,No,Cold food,"High price, Cold food",Maybe,1
20,Female,2nd Year,814,On-campus,Ride-hailing,3-5,Breakfast,"Indian, Chinese","Variety, Sustainability",Yes,Yes,"Zomato, Talabat, Uber Eats",3,No,Maybe,44,Yes,Yes,No,Doesn’t matter,Cold food,Late delivery,Maybe,2
20,Male,3rd Year,1145,Off-campus,Bike,3-5,Breakfast,"Others, Healthy, Indian","Sustainability, Variety, Reviews",Yes,No,None,3,Yes,Yes,18,Yes,No,Yes,Doesn’t matter,Limited menu,"High price, Cold food",Yes,5
21,Male,2nd Year,1355,Off-campus,Public Transport,3-5,Dinner,Italian,"Quality, Variety",Yes,Yes,"Others, Uber Eats",2,Maybe,No,32,No,Maybe,Yes,No,High prices,"Late delivery, Limited variety",No,5
19,Male,2nd Year,1108,Off-campus,Bike,6+,Dinner,Chinese,"Quality, Variety, Speed",Yes,Yes,"Uber Eats, Talabat, Others",2,Yes,Yes,28,Maybe,Maybe,No,No,Limited menu,Limited variety,No,5
20,Prefer not to say,Postgraduate,2367,Off-campus,Bike,3-5,Varies,"Chinese, Indian, Others","Variety, Sustainability",Yes,Yes,Zomato,5,No,Yes,24,Maybe,Yes,Yes,Yes,High prices,Limited variety,Yes,5
19,Female,2nd Year,1071,Off-campus,Public Transport,3-5,Lunch,"Chinese, Others, Italian","Reviews, Sustainability, Quality",Yes,Yes,"Zomato, Others, Talabat",3,Yes,Yes,20,Maybe,No,No,No,Limited menu,"Late delivery, Cold food, High price",Maybe,4
26,Prefer not to say,2nd Year,1222,Off-campus,Public Transport,1-2,Late night,Healthy,"Speed, Reviews",Maybe,Yes,"Zomato, Uber Eats",1,No,No,31,Yes,Maybe,Yes,Yes,No tracking,"Limited variety, High price",Maybe,5
22,Female,4th Year,1602,Off-campus,Bike,0,Breakfast,Italian,"Reviews, Quality, Speed",Yes,Yes,"Others, Zomato",4,Yes,Yes,30,Maybe,Yes,No,Doesn’t matter,No tracking,"Limited variety, Cold food, Late delivery",Yes,4
20,Male,4th Year,898,Off-campus,Public Transport,0,Late night,Chinese,"Sustainability, Reviews",No,Yes,"Uber Eats, Talabat",3,Yes,Yes,27,Maybe,Maybe,No,Yes,Late delivery,"Late delivery, Cold food",Yes,4
22,Female,1st Year,1302,On-campus,Walk,3-5,Varies,"Italian, Chinese, Indian","Reviews, Price, Quality",No,Yes,"Uber Eats, Zomato",1,Maybe,Yes,29,Yes,Maybe,Somewhat,Yes,High prices,"Poor packaging, Late delivery, Limited variety",Maybe,1
21,Female,1st Year,1658,On-campus,Public Transport,3-5,Breakfast,"Indian, Chinese, Others","Sustainability, Reviews, Variety",No,Yes,"Talabat, Zomato, Uber Eats",1,Maybe,Yes,25,Yes,Maybe,Yes,Doesn’t matter,High prices,"High price, Limited variety",Maybe,2
21,Female,1st Year,1333,Off-campus,Public Transport,3-5,Varies,"Chinese, Healthy","Variety, Price, Sustainability",Yes,Yes,"Uber Eats, Others, Zomato",4,Yes,No,10,Maybe,Yes,Somewhat,Doesn’t matter,Late delivery,"Poor packaging, Late delivery, Limited variety",Yes,4
23,Male,3rd Year,1453,On-campus,Bike,0,Varies,"Indian, Chinese","Variety, Speed",Yes,Yes,"Zomato, Talabat, Others",1,Maybe,Yes,25,No,No,No,Doesn’t matter,Cold food,"High price, Late delivery, Limited variety",No,3
23,Female,2nd Year,1235,On-campus,Walk,3-5,Dinner,"Indian, Chinese","Reviews, Price",No,Yes,"Talabat, Zomato",5,Yes,Yes,22,Yes,No,Somewhat,Yes,Cold food,"Late delivery, Poor packaging, High price",Maybe,4
